timestamp,IdRegion,IdDrone,CurrentDate,CurrentTime,x,y,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,Violation,IdPhoto,Plaque,PlateType,VehicleBodyType,VehicleMake,VehicleColor,ViolationCode,ViolationDescription
2020-07-11T17:47:37.480+02:00,7,73,2020-07-11,17:47:37,41.407223,-79.792175,NY,81430,73110,50930,1757,STERLING PL,"","","","","","","","",""
2020-07-11T17:47:37.640+02:00,6,65,2020-07-11,17:47:37,43.286385,-77.58504,NY,17390,23140,23290,148-58,86th Ave,"","","","","","","","",""
2020-07-11T17:47:38.044+02:00,3,34,2020-07-11,17:47:37,41.5122,-75.47246,NY,36980,14030,14080,1265,E 49th St,0,f48e6226-1b5f-4a9e-81f7-7a4596b0b235,HES8743,PAS,SUBN,CHEVR,GY,70,70A-Reg. Sticker Expired (NYS)
2020-07-11T17:47:38.178+02:00,3,37,2020-07-11,17:47:38,41.765865,-75.07626,NY,54010,58330,59640,202,Kent St,"","","","","","","","",""
2020-07-11T17:47:38.498+02:00,4,42,2020-07-11,17:47:38,43.664005,-75.883316,NY,9890,42490,6940,22-71,43rd St,0,9267d37f-053d-43ee-9c67-9aa0b77d13e4,GAB5873,PAS,SUBN,JEEP,GY,72,null
2020-07-11T17:47:38.650+02:00,6,62,2020-07-11,17:47:38,43.82074,-77.976036,NY,5580,10530,10580,7909,5th Ave,"","","","","","","","",""
2020-07-11T17:47:38.791+02:00,6,61,2020-07-11,17:47:38,43.159935,-77.55572,NY,14630,35080,35130,712,Avenue U,"","","","","","","","",""
2020-07-11T17:47:39.114+02:00,3,36,2020-07-11,17:47:38,41.43547,-75.77323,NY,30490,30590,11810,31,Sherman Ave,0,cfff99d4-55a8-4167-b0d8-c27c012a3324,GSV7819,PAS,SUBN,CHEVR,DKG,65,null
2020-07-11T17:47:39.235+02:00,5,53,2020-07-11,17:47:39,41.69147,-77.46984,NY,8990,19740,20190,104-41,38th Ave,"","","","","","","","",""
2020-07-11T17:47:39.358+02:00,2,26,2020-07-11,17:47:39,43.088142,-73.595535,NY,9840,10540,10640,47-17,43rd Ave,"","","","","","","","",""
2020-07-11T17:47:39.485+02:00,4,46,2020-07-11,17:47:39,43.505222,-75.88545,NY,12590,15690,63570,75-37,60th Pl,"","","","","","","","",""
2020-07-11T17:47:39.606+02:00,6,61,2020-07-11,17:47:39,43.246384,-77.44939,NY,72230,41930,18630,1010,PRESIDENT ST,"","","","","","","","",""
2020-07-11T17:47:39.923+02:00,1,11,2020-07-11,17:47:39,41.127525,-73.283356,NY,46730,40030,25330,1115,Halsey St,0,26b51b66-1a33-4588-8d9d-d3f9e65198e8,45704PC,COM,DELV,MACK,BLUE,22,22-No Parking (exc hotel load)
2020-07-11T17:47:40.115+02:00,5,53,2020-07-11,17:47:40,41.40946,-77.482414,NY,42820,29430,27870,3394,Jerome Ave,"","","","","","","","",""
2020-07-11T17:47:40.287+02:00,3,34,2020-07-11,17:47:40,41.363644,-75.76794,NY,67530,14330,14380,1996,OCEAN AVE,"","","","","","","","",""
2020-07-11T17:47:40.676+02:00,6,63,2020-07-11,17:47:40,43.286385,-77.58504,NY,17390,23140,23290,148-58,86th Ave,0,e09e82f1-ee7e-415b-b8bc-d3e298e9ab36,HHC5044,PAS,SUBN,AUDI,BK,96,null
2020-07-11T17:47:40.814+02:00,3,37,2020-07-11,17:47:40,41.363644,-75.76794,NY,67530,14330,14380,1996,OCEAN AVE,"","","","","","","","",""
2020-07-11T17:47:40.943+02:00,7,75,2020-07-11,17:47:40,41.114594,-79.67785,NY,0,0,0,65-21,Main St,"","","","","","","","",""
