timestamp,IdRegion,IdDrone,CurrentDate,CurrentTime,x,y,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,Violation,IdPhoto,Plaque,PlateType,VehicleBodyType,VehicleMake,VehicleColor,ViolationCode,ViolationDescription
2020-07-12T18:43:00.175+02:00,5,51,2020-07-12,18:43:00,41.46314,-77.10834,NY,31190,37450,37470,1511,ST NICHOLAS AVE,"","","","","","","","",""
2020-07-12T18:43:00.380+02:00,4,45,2020-07-12,18:43:00,43.371902,-75.66131,NY,60530,68430,68130,860,Metropolitan Ave,"","","","","","","","",""
2020-07-12T18:43:00.883+02:00,5,51,2020-07-12,18:43:00,41.447113,-77.769516,NY,6240,7340,7390,26-24,18th St,0,89454371-b173-4f9b-87eb-16539a3fcd40,GFZ5392,PAS,2DSD,BMW,RD,74,74-Missing Display Plate
2020-07-12T18:43:01.091+02:00,5,51,2020-07-12,18:43:01,41.40946,-77.482414,NY,42820,29430,27870,3394,Jerome Ave,"","","","","","","","",""
2020-07-12T18:43:01.301+02:00,4,41,2020-07-12,18:43:01,43.664005,-75.883316,NY,9890,42490,6940,22-71,43rd St,"","","","","","","","",""
2020-07-12T18:43:01.828+02:00,5,53,2020-07-12,18:43:01,41.974518,-77.826645,NY,12110,17130,31090,121,Avenue A,0,d3ed875b-2871-413a-920d-a854efa23fb7,GEH6776,PAS,4DSD,JAGUA,LTB,82,82-Unaltered Commerc Vehicle
2020-07-12T18:43:02.056+02:00,1,12,2020-07-12,18:43:02,41.362175,-73.66265,NY,5580,9230,9280,5314,5th Ave,"","","","","","","","",""
2020-07-12T18:43:02.248+02:00,4,41,2020-07-12,18:43:02,43.346825,-75.849014,NY,26400,21520,50320,376,E 158th St,"","","","","","","","",""
2020-07-12T18:43:02.444+02:00,1,16,2020-07-12,18:43:02,41.951427,-73.72924,NY,38950,0,0,E,Elm Pl,"","","","","","","","",""
2020-07-12T18:43:02.687+02:00,7,76,2020-07-12,18:43:02,41.78071,-79.93825,NY,61520,75260,75290,6015,Riverdale Ave,"","","","","","","","",""
2020-07-12T18:43:02.867+02:00,3,36,2020-07-12,18:43:02,41.43547,-75.77323,NY,30490,30590,11810,31,Sherman Ave,"","","","","","","","",""
2020-07-12T18:43:03.075+02:00,3,36,2020-07-12,18:43:03,41.83278,-75.59003,NY,10140,6740,7040,21-25,45th Ave,"","","","","","","","",""
2020-07-12T18:43:03.246+02:00,5,57,2020-07-12,18:43:03,41.974518,-77.826645,NY,12110,17130,31090,121,Avenue A,"","","","","","","","",""
2020-07-12T18:43:03.430+02:00,3,35,2020-07-12,18:43:03,41.2923,-75.74053,NY,24890,18970,18990,1569,Lexington Ave,"","","","","","","","",""
2020-07-12T18:43:03.635+02:00,2,22,2020-07-12,18:43:03,43.94009,-73.47093,NY,29440,13610,32615,1-3,Rector St,"","","","","","","","",""
2020-07-12T18:43:03.839+02:00,1,17,2020-07-12,18:43:03,41.572495,-73.40428,NY,11420,26940,29620,1869,BATHGATE AVE,"","","","","","","","",""
2020-07-12T18:43:04.059+02:00,3,37,2020-07-12,18:43:04,41.769207,-75.94161,NY,32130,77730,51030,397,DEGRAW ST,"","","","","","","","",""
2020-07-12T18:43:04.257+02:00,1,15,2020-07-12,18:43:04,41.241913,-73.2428,NY,16440,41700,16040,76 08,79 PLACE,"","","","","","","","",""
2020-07-12T18:43:04.416+02:00,3,34,2020-07-12,18:43:04,41.079456,-75.68804,NY,10910,34850,34870,819,9th Ave,"","","","","","","","",""
2020-07-12T18:43:04.813+02:00,2,26,2020-07-12,18:43:04,43.764164,-73.41271,NY,52930,93250,42730,387,Jay St,0,18f9cff4-9457-4419-b95e-d1320d02c647,GUK6759,PAS,SDN,KIA,BLUE,52,null
2020-07-12T18:43:04.977+02:00,7,71,2020-07-12,18:43:04,41.413406,-79.52721,NY,11620,17720,28860,4460,Baychester Ave,"","","","","","","","",""
2020-07-12T18:43:05.131+02:00,2,25,2020-07-12,18:43:05,43.655354,-73.00781,NY,21790,12670,97510,11,Greenwich St,"","","","","","","","",""
2020-07-12T18:43:05.325+02:00,5,53,2020-07-12,18:43:05,41.97286,-77.47715,NY,77850,40020,76950,2939,Wilkinson Ave,"","","","","","","","",""
2020-07-12T18:43:05.487+02:00,1,13,2020-07-12,18:43:05,41.8261,-73.783745,NY,41930,69330,81430,730,Franklin Ave,"","","","","","","","",""
2020-07-12T18:43:05.640+02:00,3,34,2020-07-12,18:43:05,41.765865,-75.07626,NY,54010,58330,59640,202,Kent St,"","","","","","","","",""
2020-07-12T18:43:05.803+02:00,6,61,2020-07-12,18:43:05,43.532043,-77.18233,NY,51090,24840,24890,175-09,Jamaica Ave,"","","","","","","","",""
2020-07-12T18:43:05.969+02:00,6,65,2020-07-12,18:43:05,43.38338,-77.6681,NY,47030,70030,73110,768,Hancock St,"","","","","","","","",""
2020-07-12T18:43:06.142+02:00,4,43,2020-07-12,18:43:06,43.521423,-75.65827,NY,28830,14330,14380,1844,CONEY ISLAND AVE,"","","","","","","","",""
