timestamp,IdRegion,IdDrone,CurrentDate,CurrentTime,x,y,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,Violation,IdPhoto,Plaque,PlateType,VehicleBodyType,VehicleMake,VehicleColor,ViolationCode,ViolationDescription
2020-07-12T18:42:21.865+02:00,2,26,2020-07-12,18:42:21,43.764164,-73.41271,NY,52930,93250,42730,387,Jay St,"","","","","","","","",""
2020-07-12T18:42:22.095+02:00,3,34,2020-07-12,18:42:22,41.079456,-75.68804,NY,10910,34850,34870,819,9th Ave,"","","","","","","","",""
2020-07-12T18:42:22.267+02:00,4,44,2020-07-12,18:42:22,43.991524,-75.49599,NY,0,0,0,35-53,95th St,"","","","","","","","",""
2020-07-12T18:42:22.435+02:00,6,64,2020-07-12,18:42:22,43.30212,-77.545746,NY,35580,12330,19630,170,E 17TH,"","","","","","","","",""
2020-07-12T18:42:22.660+02:00,5,51,2020-07-12,18:42:22,41.63178,-77.66956,NY,39930,81050,94630,891,EUCLID AVE,"","","","","","","","",""
2020-07-12T18:42:22.817+02:00,1,15,2020-07-12,18:42:22,41.21472,-73.95081,NY,8690,5640,5690,10-13,36 AVE,"","","","","","","","",""
2020-07-12T18:42:22.969+02:00,7,76,2020-07-12,18:42:22,41.461525,-79.76438,NY,59430,7530,74430,1603,McDonald Ave,"","","","","","","","",""
2020-07-12T18:42:23.188+02:00,3,34,2020-07-12,18:42:23,41.401802,-75.29458,NY,10510,26040,33990,458,6th Ave,"","","","","","","","",""
2020-07-12T18:42:23.355+02:00,1,16,2020-07-12,18:42:23,41.37702,-73.930084,NY,0,0,0,713,6th Ave,"","","","","","","","",""
2020-07-12T18:42:23.769+02:00,4,45,2020-07-12,18:42:23,43.493057,-75.23407,NY,10910,34790,34810,772,9th Ave,0,0c3712b0-f570-42dc-8020-a2042cd99ef0,FYC3215,PAS,SUBN,CHEVR,BLUE,25,25-No Stand (commutr van stop)
2020-07-12T18:42:23.945+02:00,5,53,2020-07-12,18:42:23,41.974518,-77.826645,NY,12110,17130,31090,121,Avenue A,"","","","","","","","",""
2020-07-12T18:42:24.106+02:00,3,37,2020-07-12,18:42:24,41.45703,-75.30717,NY,18890,10210,10110,226,E 96th St,"","","","","","","","",""
2020-07-12T18:42:24.297+02:00,3,37,2020-07-12,18:42:24,41.363644,-75.76794,NY,67530,14330,14380,1996,OCEAN AVE,"","","","","","","","",""
2020-07-12T18:42:24.469+02:00,3,37,2020-07-12,18:42:24,41.753162,-75.825386,NY,6280,84130,9730,6216,12th Ave,"","","","","","","","",""
2020-07-12T18:42:24.628+02:00,4,47,2020-07-12,18:42:24,43.87777,-75.55407,NY,45470,29290,45090,151,Wooster St,"","","","","","","","",""
2020-07-12T18:42:24.806+02:00,5,52,2020-07-12,18:42:24,41.974518,-77.826645,NY,12110,17130,31090,121,Avenue A,"","","","","","","","",""
2020-07-12T18:42:24.976+02:00,4,41,2020-07-12,18:42:24,43.371902,-75.66131,NY,60530,68430,68130,860,Metropolitan Ave,"","","","","","","","",""
2020-07-12T18:42:25.144+02:00,3,32,2020-07-12,18:42:25,41.13678,-75.33113,NY,18770,24890,10210,156,E 89th St,"","","","","","","","",""
2020-07-12T18:42:25.312+02:00,1,17,2020-07-12,18:42:25,41.043262,-73.69376,NY,37270,31190,32790,619,W 176th St,"","","","","","","","",""
2020-07-12T18:42:25.791+02:00,4,44,2020-07-12,18:42:25,43.91636,-75.87146,NY,34170,10510,10610,127,W 20th St,0,89efaf2a-4af7-453c-b942-2125992fbec9,GNE7231,PAS,SUBN,NISSA,WH,0,null
2020-07-12T18:42:25.961+02:00,1,17,2020-07-12,18:42:25,41.04705,-73.8073,NY,10110,31090,17170,136,2nd Ave,"","","","","","","","",""
2020-07-12T18:42:26.143+02:00,7,75,2020-07-12,18:42:26,41.576843,-79.79493,NY,17670,0,0,N,E 34th St,"","","","","","","","",""
2020-07-12T18:42:26.314+02:00,6,65,2020-07-12,18:42:26,43.39261,-77.89896,NY,44890,32580,45490,155,W Broadway,"","","","","","","","",""
2020-07-12T18:42:26.484+02:00,1,13,2020-07-12,18:42:26,41.04705,-73.8073,NY,10110,31090,17170,136,2nd Ave,"","","","","","","","",""
2020-07-12T18:42:26.962+02:00,4,44,2020-07-12,18:42:26,43.495377,-75.55741,NY,0,0,0,3250,Coney Island Ave,0,9d396a5d-17e6-4297-8ec6-932b25806f7c,77085MJ,COM,VAN,ME/BE,WH,9,null
2020-07-12T18:42:27.103+02:00,2,27,2020-07-12,18:42:27,43.319824,-73.96076,NY,0,0,0,S,Clinton Ave,"","","","","","","","",""
2020-07-12T18:42:27.263+02:00,6,66,2020-07-12,18:42:27,43.260796,-77.99374,NY,0,0,0,41-43,Benham St,"","","","","","","","",""
2020-07-12T18:42:27.432+02:00,5,56,2020-07-12,18:42:27,41.69147,-77.46984,NY,8990,19740,20190,104-41,38th Ave,"","","","","","","","",""
2020-07-12T18:42:27.602+02:00,3,32,2020-07-12,18:42:27,41.69801,-75.66885,NY,23190,28690,33990,570,Hudson St,"","","","","","","","",""
2020-07-12T18:42:27.814+02:00,5,53,2020-07-12,18:42:27,41.57524,-77.10057,NY,0,0,0,S,W 57th St,"","","","","","","","",""
2020-07-12T18:42:27.970+02:00,4,46,2020-07-12,18:42:27,43.5327,-75.084076,NY,70820,64820,46550,3141,Valhalla Dr,"","","","","","","","",""
2020-07-12T18:42:28.115+02:00,3,36,2020-07-12,18:42:28,41.880714,-75.50487,NY,60730,0,0,E,Middleton St,"","","","","","","","",""
2020-07-12T18:42:28.264+02:00,7,72,2020-07-12,18:42:28,41.818405,-79.27268,NY,0,0,0,1267,Park Ave,"","","","","","","","",""
2020-07-12T18:42:28.423+02:00,5,54,2020-07-12,18:42:28,41.154934,-77.99088,NY,23170,50620,27250,245-43,149 AVE,"","","","","","","","",""
2020-07-12T18:42:28.594+02:00,2,23,2020-07-12,18:42:28,43.991196,-73.89059,NY,10210,17610,17630,456,3 AV,"","","","","","","","",""
2020-07-12T18:42:28.763+02:00,2,23,2020-07-12,18:42:28,43.361374,-73.839935,NY,37930,26630,55330,286,E 93rd St,"","","","","","","","",""
2020-07-12T18:42:29.135+02:00,1,17,2020-07-12,18:42:28,41.618206,-73.64031,NY,88430,0,0,N,Veronica Pl,0,dcc2e1a5-1235-41d6-95b4-c454161cf162,HAL5112,PAS,SUBN,HONDA,BUR,24,null
2020-07-12T18:42:29.273+02:00,4,45,2020-07-12,18:42:29,43.363434,-75.724396,NY,0,40404,40404,2125,Frederick Douglass B,"","","","","","","","",""
2020-07-12T18:42:29.419+02:00,1,12,2020-07-12,18:42:29,41.17809,-73.80342,NY,17250,10010,12110,446,E 13th St,"","","","","","","","",""
2020-07-12T18:42:29.572+02:00,1,16,2020-07-12,18:42:29,41.885094,-73.89074,NY,23930,87630,29230,421,Bushwick Ave,"","","","","","","","",""
2020-07-12T18:42:29.733+02:00,5,57,2020-07-12,18:42:29,41.66714,-77.78755,NY,10210,18570,18590,1394,3rd Ave,"","","","","","","","",""
2020-07-12T18:42:29.898+02:00,4,47,2020-07-12,18:42:29,43.57823,-75.90359,NY,29220,40404,40404,2486,E Fordham Rd,"","","","","","","","",""
2020-07-12T18:42:30.067+02:00,1,13,2020-07-12,18:42:30,41.362175,-73.66265,NY,5580,9230,9280,5314,5th Ave,"","","","","","","","",""
2020-07-12T18:42:30.241+02:00,5,54,2020-07-12,18:42:30,41.345577,-77.307526,NY,37070,13610,21190,602,W 165 ST,"","","","","","","","",""
2020-07-12T18:42:30.398+02:00,7,76,2020-07-12,18:42:30,41.461525,-79.76438,NY,59430,7530,74430,1603,McDonald Ave,"","","","","","","","",""
2020-07-12T18:42:30.584+02:00,4,43,2020-07-12,18:42:30,43.57823,-75.90359,NY,29220,40404,40404,2486,E Fordham Rd,"","","","","","","","",""
