timestamp,IdRegion,IdDrone,CurrentDate,CurrentTime,x,y,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,Violation,IdPhoto,Plaque,PlateType,VehicleBodyType,VehicleMake,VehicleColor,ViolationCode,ViolationDescription
2020-07-12T04:07:30.370+02:00,5,54,2020-07-12,04:07:30,41.69147,-77.46984,NY,8990,19740,20190,104-41,38th Ave,"","","","","","","","",""
2020-07-12T04:07:30.698+02:00,7,77,2020-07-12,04:07:30,41.114594,-79.67785,NY,0,0,0,65-21,Main St,0,c6d1b166-48c6-4a04-b92e-2b26eb113b7d,GTS3771,PAS,2DSD,SMART,GY,14,14-No Standing
2020-07-12T04:07:30.846+02:00,5,53,2020-07-12,04:07:30,41.57524,-77.10057,NY,0,0,0,S,W 57th St,"","","","","","","","",""
2020-07-12T04:07:30.994+02:00,4,43,2020-07-12,04:07:30,43.253483,-75.87681,NY,11390,8190,57790,32-48,54 ST,"","","","","","","","",""
2020-07-12T04:07:31.101+02:00,4,46,2020-07-12,04:07:31,43.521423,-75.65827,NY,28830,14330,14380,1844,CONEY ISLAND AVE,"","","","","","","","",""
2020-07-12T04:07:31.233+02:00,4,44,2020-07-12,04:07:31,43.449623,-75.14106,NY,0,0,0,N,46th Ave,"","","","","","","","",""
2020-07-12T04:07:31.378+02:00,3,32,2020-07-12,04:07:31,41.83278,-75.59003,NY,10140,6740,7040,21-25,45th Ave,"","","","","","","","",""
2020-07-12T04:07:31.528+02:00,6,63,2020-07-12,04:07:31,43.246384,-77.44939,NY,72230,41930,18630,1010,PRESIDENT ST,"","","","","","","","",""
2020-07-12T04:07:31.675+02:00,1,16,2020-07-12,04:07:31,41.951427,-73.72924,NY,38950,0,0,E,Elm Pl,"","","","","","","","",""
2020-07-12T04:07:31.903+02:00,2,26,2020-07-12,04:07:31,43.655933,-73.034,NY,0,0,0,null,C/O KINGS HWY,"","","","","","","","",""
2020-07-12T04:07:32.073+02:00,7,73,2020-07-12,04:07:32,41.461525,-79.76438,NY,59430,7530,74430,1603,McDonald Ave,"","","","","","","","",""
2020-07-12T04:07:32.215+02:00,2,26,2020-07-12,04:07:32,43.655354,-73.00781,NY,21790,12670,97510,11,Greenwich St,"","","","","","","","",""
2020-07-12T04:07:32.365+02:00,1,13,2020-07-12,04:07:32,41.972,-73.36219,NY,27330,73120,11420,496,E 189th St,"","","","","","","","",""
