timestamp,IdRegion,IdDrone,CurrentDate,CurrentTime,x,y,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,Violation,IdPhoto,Plaque,PlateType,VehicleBodyType,VehicleMake,VehicleColor,ViolationCode,ViolationDescription
2020-07-12T04:10:00.131+02:00,4,41,2020-07-12,04:09:59,43.493057,-75.23407,NY,10910,34790,34810,772,9th Ave,0,1ca249e0-135e-4aef-98e5-323c8b5cad30,EKE8420,PAS,SUBN,HONDA,WH,30,30-No stopping/standing
2020-07-12T04:10:00.270+02:00,5,56,2020-07-12,04:10:00,41.275414,-77.39267,NY,73350,39230,56430,111,Ridgewood Ave,"","","","","","","","",""
2020-07-12T04:10:00.400+02:00,3,34,2020-07-12,04:10:00,41.363644,-75.76794,NY,67530,14330,14380,1996,OCEAN AVE,"","","","","","","","",""
2020-07-12T04:10:00.528+02:00,5,53,2020-07-12,04:10:00,41.46314,-77.10834,NY,31190,37450,37470,1511,ST NICHOLAS AVE,"","","","","","","","",""
2020-07-12T04:10:00.661+02:00,2,25,2020-07-12,04:10:00,43.45287,-73.441444,NY,34570,13610,10610,147,W 40th St,"","","","","","","","",""
2020-07-12T04:10:00.800+02:00,2,27,2020-07-12,04:10:00,43.35335,-73.75732,NY,64290,7240,7540,25-73,STEINWAY ST,"","","","","","","","",""
2020-07-12T04:10:00.935+02:00,6,62,2020-07-12,04:10:00,43.129097,-77.83373,NY,59990,9640,9790,41-11,Queens Blvd,"","","","","","","","",""
2020-07-12T04:10:01.073+02:00,2,26,2020-07-12,04:10:01,43.991196,-73.89059,NY,10210,17610,17630,456,3 AV,"","","","","","","","",""
2020-07-12T04:10:01.196+02:00,5,51,2020-07-12,04:10:01,41.39,-77.83611,NY,61090,18090,38390,89-14,Roosevelt Ave,"","","","","","","","",""
2020-07-12T04:10:01.454+02:00,4,44,2020-07-12,04:10:01,43.346825,-75.849014,NY,26400,21520,50320,376,E 158th St,0,103c4a6c-fe4d-4f14-9302-827d4a4dbed4,BWJ4056,PAS,SUBN,NISSA,GY,96,null
2020-07-12T04:10:01.574+02:00,7,74,2020-07-12,04:10:01,41.114594,-79.67785,NY,0,0,0,65-21,Main St,"","","","","","","","",""
2020-07-12T04:10:01.686+02:00,3,33,2020-07-12,04:10:01,41.401802,-75.29458,NY,10510,26040,33990,458,6th Ave,"","","","","","","","",""
2020-07-12T04:10:01.798+02:00,1,15,2020-07-12,04:10:01,41.04705,-73.8073,NY,10110,31090,17170,136,2nd Ave,"","","","","","","","",""
2020-07-12T04:10:02.056+02:00,6,65,2020-07-12,04:10:01,43.985195,-77.08556,NY,35290,11710,13610,205,W 76th St,0,74f4a8f6-7bad-454d-9dc3-0990042cbe58,GFT8533,PAS,4DSD,HYUND,GY,82,82-Unaltered Commerc Vehicle
2020-07-12T04:10:02.163+02:00,3,35,2020-07-12,04:10:02,41.43547,-75.77323,NY,30490,30590,11810,31,Sherman Ave,"","","","","","","","",""
2020-07-12T04:10:02.272+02:00,3,34,2020-07-12,04:10:02,41.13678,-75.33113,NY,18770,24890,10210,156,E 89th St,"","","","","","","","",""
2020-07-12T04:10:02.386+02:00,2,27,2020-07-12,04:10:02,43.49893,-73.001114,NY,0,0,0,109-13,127th St,"","","","","","","","",""
2020-07-12T04:10:02.649+02:00,3,31,2020-07-12,04:10:02,41.401802,-75.29458,NY,10510,26040,33990,458,6th Ave,0,6af32816-8cef-4bf7-bbab-7d5364fd2a34,243287,PAS,4DSD,BUICK,BR,96,96-Railroad Crossing
2020-07-12T04:10:02.764+02:00,5,52,2020-07-12,04:10:02,41.40946,-77.482414,NY,42820,29430,27870,3394,Jerome Ave,"","","","","","","","",""
2020-07-12T04:10:02.882+02:00,6,62,2020-07-12,04:10:02,43.246384,-77.44939,NY,72230,41930,18630,1010,PRESIDENT ST,"","","","","","","","",""
2020-07-12T04:10:02.997+02:00,7,71,2020-07-12,04:10:02,41.413406,-79.52721,NY,11620,17720,28860,4460,Baychester Ave,"","","","","","","","",""
2020-07-12T04:10:03.104+02:00,2,27,2020-07-12,04:10:03,43.773342,-73.02493,NY,5880,9330,9380,5518,8th Ave,"","","","","","","","",""
2020-07-12T04:10:03.361+02:00,5,55,2020-07-12,04:10:03,41.38004,-77.834076,NY,9980,6780,6880,1789,68th St,0,53f1cafb-65ba-4ee8-a0f0-1f2a98c12a3c,GKK8362,PAS,SUBN,JEEP,GY,49,49-Excavation (obstruct traff)
2020-07-12T04:10:03.479+02:00,1,15,2020-07-12,04:10:03,41.04705,-73.8073,NY,10110,31090,17170,136,2nd Ave,"","","","","","","","",""
2020-07-12T04:10:03.596+02:00,2,25,2020-07-12,04:10:03,43.49893,-73.001114,NY,0,0,0,109-13,127th St,"","","","","","","","",""
2020-07-12T04:10:03.707+02:00,1,15,2020-07-12,04:10:03,41.58413,-73.080574,NY,0,0,0,null,NB SOUTHERN BLVD @ E,"","","","","","","","",""
2020-07-12T04:10:03.813+02:00,1,12,2020-07-12,04:10:03,41.58413,-73.080574,NY,0,0,0,null,NB SOUTHERN BLVD @ E,"","","","","","","","",""
2020-07-12T04:10:03.924+02:00,3,31,2020-07-12,04:10:03,41.765865,-75.07626,NY,54010,58330,59640,202,Kent St,"","","","","","","","",""
2020-07-12T04:10:04.034+02:00,5,54,2020-07-12,04:10:04,41.447113,-77.769516,NY,6240,7340,7390,26-24,18th St,"","","","","","","","",""
2020-07-12T04:10:04.138+02:00,1,12,2020-07-12,04:10:04,41.362175,-73.66265,NY,5580,9230,9280,5314,5th Ave,"","","","","","","","",""
2020-07-12T04:10:04.242+02:00,4,41,2020-07-12,04:10:04,43.991524,-75.49599,NY,0,0,0,35-53,95th St,"","","","","","","","",""
2020-07-12T04:10:04.353+02:00,7,74,2020-07-12,04:10:04,41.461525,-79.76438,NY,59430,7530,74430,1603,McDonald Ave,"","","","","","","","",""
2020-07-12T04:10:04.470+02:00,5,51,2020-07-12,04:10:04,41.66714,-77.78755,NY,10210,18570,18590,1394,3rd Ave,"","","","","","","","",""
2020-07-12T04:10:04.577+02:00,5,52,2020-07-12,04:10:04,41.974518,-77.826645,NY,12110,17130,31090,121,Avenue A,"","","","","","","","",""
2020-07-12T04:10:04.689+02:00,6,65,2020-07-12,04:10:04,43.129097,-77.83373,NY,59990,9640,9790,41-11,Queens Blvd,"","","","","","","","",""
